   0     0
 226.6011 -243.2287
  292.1702  211.8849
 -268.5695 -135.9252
  297.6306   20.5439
   95.2987 -240.7329
 -289.7709   73.4270
 -159.4813 -170.6607
   33.7547  110.9370
  329.4049  136.2344
  334.7197  178.6691
 -246.5186  -35.6100
  338.8268 -299.6486
  329.1602 -195.1366
  -10.5295  297.6029
  216.2019 -250.2878
 -257.8418  234.5882
  -56.3319   27.6066
  299.3296  357.2170
  210.3893 -303.7136
  330.8345  -41.2716
  112.1333 -283.2100
 -334.2876  332.5666
  251.3731 -356.6634
  312.4751  197.9355
  128.6893  228.4583
  185.5729  265.4602
  175.0554 -299.2062
  -77.5965  -72.1565
  111.9441 -172.8933
 -236.7456  216.0493
  148.3532  -49.3820
 -337.0804  295.6663
 -160.6155 -229.0701
 -326.7566 -170.0619
 -290.0651 -255.2119
  232.8896 -262.0306
  140.2766  265.8904
 -131.6884   57.3873
  324.1599   35.8993
 -335.1988 -255.6325
  -44.1041  254.1824
  -85.2779   87.8797
  191.1721 -107.3143
  212.5439    9.5397
 -225.4517  -70.6982
   -7.3696 -305.3040
  -39.1779 -187.2604
  105.3454 -271.2104
  150.7427 -227.5864
  183.3744 -187.2342
 -161.2619  -59.5677
  129.3859 -324.2488
  111.6706  289.9556
 -242.9196  320.2468
 -274.3217   -6.5779
   -1.1779   -7.7381
  331.0157 -116.8420
 -114.9223  288.0388
   61.3928  -94.1423
 -198.8554 -279.9340
  180.9123  201.7815
 -176.3315  -79.3880
    4.2891 -185.9823
  143.3352  -69.1833
  281.4503 -290.5527
  330.6898 -264.9792
   33.9952  318.2764
 -260.1904  328.4169
 -252.5083   54.1502
 -174.5941 -316.9587
  245.3164 -190.9585
 -176.9168 -105.7258
  226.2851  231.2597
 -184.6620 -348.9095
  309.0698 -329.0229
 -108.0117 -238.3272
 -218.4514  107.3631
 -179.2196  166.8401
   83.5522  106.3771
  -19.2320  -35.3349
 -106.8052   33.8464
  238.1966 -146.6490
   61.3901  176.1788
   35.8010 -223.9524
  300.3794  134.4783
 -154.1959 -227.8720
  185.1842  -94.6911
  182.6849   90.4454
  -86.0790  201.7638
   48.8316 -301.5894
 -305.3849  309.1579
 -321.1559  198.5131
   22.1742   -9.5100
  201.0004  -46.1818
  312.4877  -38.3157
 -266.4675 -139.4284
   49.5530    6.1262
  -22.0387    7.7555
 -351.4305  228.6919
